id,name,constituency,state,party,criminal_cases,total_assets,liabilities,source_url
mysore-yaduveer-krishnadatta-chamaraja-wadiyar,Yaduveer Krishnadatta Chamaraja Wadiyar,Mysore,Karnataka,BJP,0,94688187,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1900
bangalore-rural-dr-c-n-manjunath,Dr C N Manjunath,Bangalore Rural,Karnataka,BJP,0,983883816,148146673,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2597
chikkodi-priyanka-satish-jarkiholi,Priyanka Satish Jarkiholi,Chikkodi,Karnataka,INC,0,91157625,15743768,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=4024
bagalkot-gaddigoudar-parvatgouda-chandangouda,Gaddigoudar Parvatgouda Chandangouda,Bagalkot,Karnataka,BJP,0,75855750,24446219,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3930
bijapur-sc-ramesh-jigajinagi,Ramesh Jigajinagi,Bijapur (SC),Karnataka,BJP,0,516315994,68116765,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3797
raichur-st-g-kumar-naik,G. Kumar Naik,Raichur (ST),Karnataka,INC,0,334128505,50402456,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3585
bidar-sagar-eshwar-khandre,Sagar Eshwar Khandre,Bidar,Karnataka,INC,0,134373930,15000000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3793
tikamgarh-sc-dr-virendra-kumar,Dr. Virendra Kumar,Tikamgarh (SC),Madhya Pradesh,BJP,0,28837006,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2473
damoh-rahul-singh-lodhi,Rahul Singh Lodhi,Damoh,Madhya Pradesh,BJP,0,16355135,553202,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1831
rewa-janardan-mishra-s-o-ramdhar-prasad-mishra,Janardan Mishra S/O Ramdhar Prasad Mishra,Rewa,Madhya Pradesh,BJP,0,50938896,10536551,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2094
khargone-st-gajendra-singh-patel,Gajendra Singh Patel,Khargone (ST),Madhya Pradesh,BJP,0,99824946,4497445,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=6416
gadchiroli-chimur-st-dr-kirsan-namdeo,Dr. Kirsan Namdeo,Gadchiroli-Chimur (ST),Maharashtra,INC,0,59476042,2828488,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=317
chandrapur-dhanorkar-pratibha-suresh-alias-balubhau,Dhanorkar Pratibha Suresh Alias Balubhau,Chandrapur,Maharashtra,INC,0,803722094,552386611,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=300
wardha-amar-sharadrao-kale,Amar Sharadrao Kale,Wardha,Maharashtra,Nationalist Congress Party – Sharadchandra Pawar,0,106175044,29504353,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1969
yavatmal-washim-sanjay-uttamrao-deshmukh,Sanjay Uttamrao Deshmukh,Yavatmal-Washim,Maharashtra,ShivSena (Uddhav Balasaheb Thackeray),0,284422940,94874636,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1978
hingoli-aashtikar-patil-nagesh-bapurao,Aashtikar Patil Nagesh Bapurao,Hingoli,Maharashtra,ShivSena (Uddhav Balasaheb Thackeray),0,80585824,8867236,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2408
raigad-tatkare-sunil-dattatrey,Tatkare Sunil Dattatrey,Raigad,Maharashtra,NCP,0,145768773,114520,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=4319
baramati-supriya-sule,Supriya Sule,Baramati,Maharashtra,Nationalist Congress Party – Sharadchandra Pawar,0,1665186348,5500000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=4316
latur-sc-dr-kalge-shivaji-bandappa,Dr. Kalge Shivaji Bandappa,Latur (SC),Maharashtra,INC,0,322619499,23891845,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=4318
dhar-st-savitri-thakur,Savitri Thakur,Dhar (ST),Madhya Pradesh,BJP,0,53107546,6963601,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5162
hoshangabad-darshan-singh-choudhary,Darshan Singh Choudhary,Hoshangabad,Madhya Pradesh,BJP,0,9349061,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1833
betul-st-durgadas-d-d-uikey,Durgadas (D. D.) Uikey,Betul (ST),Madhya Pradesh,BJP,0,18487232,1182315,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1830
morena-shivmangal-singh-tomar,Shivmangal Singh Tomar,Morena,Madhya Pradesh,BJP,0,22614911,4430205,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3618
bhind-sc-sandhya-ray,Sandhya Ray,Bhind (SC),Madhya Pradesh,BJP,0,96772861,11400000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=4175
gwalior-bharat-singh-kushwah,Bharat Singh Kushwah,Gwalior,Madhya Pradesh,BJP,0,28809530,6276267,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3554
guna-jyotiraditya-m-scindia,Jyotiraditya M. Scindia,Guna,Madhya Pradesh,BJP,0,4247494078,4824000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3613
sagar-dr-lata-wankhede,Dr. Lata Wankhede,Sagar,Madhya Pradesh,BJP,0,173410882,13800070,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3547
ujjain-sc-anil-firojiya,Anil Firojiya,Ujjain (SC),Madhya Pradesh,BJP,0,88159766,30346543,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5170
ratlam-st-anita-nagarsingh-chouhan,Anita Nagarsingh Chouhan,Ratlam (ST),Madhya Pradesh,BJP,0,52459353,186900,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5066
hatkanangale-dhairyasheel-sambhajirao-mane,Dhairyasheel Sambhajirao Mane,Hatkanangale,Maharashtra,Shiv Sena,0,45131759,10000000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3537
nanded-chavan-ravindra-vasantrao,Chavan Ravindra Vasantrao,Nanded,Maharashtra,INC,0,55549568,10356886,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=9677
